,acousticness
24695,0.065
24696,0.228
24697,0.0394
24698,0.0533
24699,0.122
24700,0.234
24701,0.0312
24702,0.389
24703,0.125
24704,0.00419
24705,0.194
24706,0.261
24707,0.456
24708,0.138
24709,0.0687
24710,0.0328
24711,0.257
24712,0.00908
24713,0.0438
24714,0.0876
24715,0.00013
24716,0.0438
24717,0.0335
24718,0.141
24719,0.0114
24720,0.0249
24721,0.121
24722,0.0734
24723,0.0279
24724,
24725,0.523
24726,0.0305
24727,0.0175
24728,0.191
24729,0.349
24730,0.21
24731,0.000282
24732,0.274
24733,0.0233
24734,0.0966
24735,0.517
24736,0.0123
24737,0.00552
24738,0.00013
24739,0.0744
24740,0.00127
24741,0.107
24742,0.0609
24743,0.013
24744,0.363
24745,0.00142
24746,0.0508
24747,0.123
24748,0.368
24749,0.3
24750,0.0306
24751,0.206
24752,0.0993
24753,0.128
24754,0.296
24755,0.244
24756,0.604
24757,0.259
24758,0.159
24759,0.385
24760,0.185
24761,0.169
24762,0.0313
24763,0.42
24764,0.0363
24765,0.0235
24766,0.113
24767,0.209
24768,0.189
24769,0.0299
24770,0.0912
24771,0.063
24772,0.0009
24773,0.0128
24774,0.126
24775,0.0531
24776,0.0634
24777,0.0121
24778,0.0179
24779,0.00949
24780,0.0101
24781,0.556
24782,0.174
24783,0.00865
24784,0.153
24785,0.104
24786,0.219
24787,0.346
24788,0.105
24789,0.0127
24790,0.0642
24791,0.12
24792,0.289
24793,0.312
24794,0.116
24795,0.268
24796,0.352
24797,0.153
24798,0.0127
24799,0.0975
24800,0.061
24801,0.0359
24802,0.516
24803,0.24
24804,0.393
24805,0.124
24806,0.883
24807,0.234
24808,0.119
24809,0.661
24810,0.0683
24811,0.423
24812,0.0298
24813,0.0222
24814,0.544
24815,0.00081
24816,0.0814
24817,0.0758
24818,0.305
24819,0.103
24820,0.145
24821,0.0739
24822,0.423
24823,0.288
24824,0.00671
24825,0.0145
24826,0.0488
24827,0.0295
24828,0.305
24829,0.0009
24830,0.0485
24831,0.0758
24832,0.0678
24833,0.181
24834,0.149
24835,0.225
24836,0.162
24837,0.368
24838,0.247
24839,0.188
24840,0.148
24841,0.426
24842,0.72
24843,0.0392
24844,0.0102
24845,0.0595
24846,0.407
24847,0.137
24848,0.000619
24849,0.0933
24850,0.898
24851,0.188
24852,0.0349
24853,0.307
24854,0.812
24855,0.0142
24856,0.331
24857,0.123
24858,0.566
24859,0.181
24860,0.0301
24861,0.265
24862,0.451
24863,0.0659
24864,0.152
24865,0.122
24866,0.271
24867,
24868,0.0897
24869,0.00671
24870,0.0189
24871,0.0423
24872,0.377
24873,0.268
24874,0.737
24875,0.0836
24876,0.423
24877,0.659
24878,0.0415
24879,0.27
24880,0.00306
24881,0.377
24882,0.0415
24883,0.0152
24884,0.723
24885,0.255
24886,0.517
24887,0.0144
24888,0.511
24889,0.0667
24890,0.00996
24891,0.209
24892,0.0634
24893,0.351
24894,0.0751
24895,0.00476
24896,0.0853
24897,0.26
24898,0.0609
24899,0.181
24900,0.143
24901,0.236
24902,0.601
24903,0.0618
24904,0.00608
24905,0.0117
24906,0.269
24907,0.303
24908,0.183
24909,0.308
24910,0.701
24911,0.288
24912,0.0595
24913,0.662
24914,0.109
24915,0.0104
24916,0.428
24917,0.0742
24918,0.23
24919,0.0621
24920,0.000866
24921,0.0644
24922,0.0114
24923,0.389
24924,0.0609
24925,0.13
24926,0.556
24927,0.0232
24928,0.525
24929,0.00513
24930,0.174
24931,0.233
24932,0.00614
24933,0.0295
24934,0.0329
24935,0.0236
24936,0.352
24937,0.541
24938,0.144
24939,0.737
24940,0.0359
24941,0.0144
24942,0.0335
24943,0.268
24944,0.165
24945,0.262
24946,0.331
24947,0.0734
24948,0.121
24949,0.0431
24950,0.0481
24951,0.0646
24952,0.0951
24953,0.000544
24954,0.00134
24955,0.389
24956,0.231
24957,0.0111
24958,0.303
24959,0.191
24960,0.126
24961,0.423
24962,0.0145
24963,0.0287
24964,0.468
24965,0.0335
24966,0.0736
24967,0.288
24968,0.0427
24969,0.264
24970,0.181
24971,0.602
24972,0.327
24973,0.0402
24974,0.145
24975,0.0252
24976,0.409
24977,0.488
24978,0.000619
24979,0.409
24980,0.181
24981,0.0114
24982,0.308
24983,0.00104
24984,0.524
24985,0.0742
24986,0.525
24987,0.137
24988,0.0128
24989,0.0812
24990,0.0215
24991,0.115
24992,0.0438
24993,0.406
24994,0.25
24995,0.0479
24996,0.309
24997,0.949
24998,0.949
24999,0.619
25000,0.0242
25001,0.0242
25002,0.0394
25003,0.0123
25004,0.00554
25005,0.0127
25006,0.139
25007,0.653
25008,0.00711
25009,0.0794
25010,0.591
25011,0.0687
25012,0.035
25013,0.0736
25014,0.0493
25015,0.123
25016,0.0609
25017,0.0367
25018,0.0994
25019,0.0825
25020,0.312
25021,0.345
25022,0.0835
25023,0.16
25024,0.317
25025,0.123
25026,0.665
25027,0.371
25028,0.0899
25029,0.368
25030,0.104
25031,0.344
25032,0.153
25033,0.407
25034,0.213
25035,0.883
25036,0.197
25037,0.00578
25038,0.142
25039,0.23
25040,0.737
25041,0.0836
25042,0.0117
25043,0.017
25044,0.0207
25045,0.0599
25046,0.194
25047,0.0214
25048,0.0768
25049,0.129
25050,0.0976
25051,0.129
25052,0.103
25053,0.0371
25054,0.255
25055,0.64
25056,0.517
25057,0.0509
25058,0.159
25059,0.403
25060,0.145
25061,0.173
25062,0.328
25063,0.131
25064,0.00689
25065,0.073
25066,0.17
25067,0.503
25068,0.142
25069,0.0702
25070,0.045
25071,0.591
25072,0.119
25073,0.114
25074,0.128
25075,0.118
25076,0.542
25077,0.288
25078,0.0128
25079,0.0409
25080,0.00134
25081,0.406
25082,0.0525
25083,0.127
25084,0.396
25085,0.0303
25086,0.105
25087,0.209
25088,0.00169
25089,0.0528
25090,0.0806
25091,0.00272
25092,0.0151
25093,0.0233
25094,0.00134
25095,0.283
25096,0.229
25097,0.24
25098,0.0204
25099,0.00949
25100,0.308
25101,0.232
25102,0.0765
25103,0.00266
25104,0.162
25105,0.272
25106,0.00534
25107,0.305
25108,0.136
25109,0.0303
25110,0.011
25111,0.89
25112,0.218
25113,0.0525
25114,0.0765
25115,0.105
25116,0.145
25117,0.148
25118,0.145
25119,0.0193
25120,0.429
25121,0.42
25122,0.223
25123,0.0218
25124,0.349
25125,0.413
25126,0.535
25127,0.213
25128,0.768
25129,0.162
25130,0.0337
25131,0.155
25132,0.0387
25133,0.523
25134,0.0104
25135,0.0853
25136,0.0287
25137,0.00534
25138,0.0131
25139,0.0595
25140,
25141,
25142,0.367
25143,0.15
25144,0.0236
25145,0.204
25146,0.0533
25147,0.000544
25148,0.525
25149,0.228
25150,0.179
25151,0.0812
25152,0.0145
25153,0.0195
25154,0.288
25155,0.0942
25156,0.556
25157,0.303
25158,0.468
25159,0.407
25160,0.486
25161,0.00142
25162,0.3
25163,0.157
25164,0.178
25165,0.758
25166,0.00081
25167,0.209
25168,0.239
25169,0.261
25170,0.208
25171,0.212
25172,0.0409
25173,0.00632
25174,0.0697
25175,0.268
25176,0.385
25177,0.16
25178,0.389
25179,0.428
25180,0.197
25181,0.281
25182,0.535
25183,0.186
25184,
25185,0.37
25186,0.00305
25187,0.737
25188,0.0119
25189,0.0372
25190,0.0335
25191,0.379
25192,0.0301
25193,0.000739
25194,0.0849
25195,0.0859
25196,0.257
25197,0.128
25198,0.346
25199,0.0677
25200,0.0578
25201,0.0852
25202,0.0646
25203,0.0933
25204,0.264
25205,0.159
25206,0.000503
25207,0.0406
25208,0.235
25209,0.0313
25210,0.115
25211,0.00465
25212,0.157
25213,0.251
25214,0.0079
25215,0.296
25216,0.00013
25217,0.714
25218,0.138
25219,0.0151
25220,0.192
25221,0.468
25222,0.442
25223,0.262
25224,0.308
25225,0.407
25226,0.161
25227,0.271
25228,0.00207
25229,0.209
25230,0.0172
25231,0.00263
25232,0.368
25233,0.0855
25234,0.0172
25235,0.0315
25236,0.0579
25237,0.0238
25238,0.391
25239,0.0806
25240,0.0138
25241,
25242,0.0634
25243,0.00379
25244,0.017
25245,0.0345
25246,0.479
25247,0.0739
25248,0.74
25249,0.0525
25250,0.00711
25251,0.013
25252,0.261
25253,0.0184
25254,0.0167
25255,0.741
25256,0.0215
25257,0.229
25258,0.061
25259,0.00578
25260,
25261,0.00379
25262,0.0758
25263,0.0299
25264,0.659
25265,0.169
25266,0.0644
25267,0.142
25268,0.503
25269,0.125
25270,0.0546
25271,0.139
25272,0.00161
25273,0.101
25274,0.184
25275,0.0948
25276,0.00351
25277,0.0149
25278,0.403
25279,0.0215
25280,0.472
25281,0.0161
25282,0.482
25283,0.061
25284,0.222
25285,0.0332
25286,0.0359
25287,0.0982
25288,0.0335
25289,0.0515
25290,0.00534
25291,0.201
25292,0.283
25293,0.00286
25294,0.184
25295,0.0521
25296,0.179
25297,0.367
25298,0.193
25299,0.188
25300,0.00277
25301,0.144
25302,0.017
25303,0.0467
25304,0.42
25305,0.0298
25306,0.0906
25307,0.0195
25308,0.0948
25309,0.0181
25310,0.394
25311,0.646
25312,0.142
25313,0.104
25314,0.0359
25315,0.187
25316,0.418
25317,0.18
25318,0.0508
25319,0.0698
25320,0.0536
25321,0.497
25322,0.602
25323,0.887
25324,0.176
25325,0.027
25326,0.838
25327,0.221
25328,0.353
25329,0.81
25330,0.134
25331,0.00906
25332,0.0365
25333,0.0608
25334,0.0146
25335,
25336,0.00865
25337,0.343
25338,0.344
25339,0.384
25340,0.0235
25341,0.00172
25342,0.0667
25343,0.0742
25344,0.0883
25345,0.0622
25346,0.00953
25347,0.0427
25348,0.233
25349,0.18
25350,0.175
25351,0.00574
25352,0.0695
25353,0.0627
25354,0.0806
25355,
25356,0.456
25357,0.0114
25358,0.0677
25359,0.131
25360,0.133
25361,0.246
25362,0.0145
25363,0.0604
25364,0.0987
25365,0.00454
25366,0.462
25367,0.0763
25368,0.181
25369,0.0179
25370,0.262
25371,0.169
25372,0.0313
25373,0.368
25374,0.0906
25375,0.191
25376,0.0295
25377,0.00104
25378,0.268
25379,0.291
25380,0.00104
25381,0.283
25382,0.348
25383,0.397
25384,0.0363
25385,0.0739
25386,0.00429
25387,0.00379
25388,0.208
25389,0.291
25390,0.0617
25391,0.154
25392,0.741
25393,0.381
25394,0.0784
25395,0.00587
25396,0.741
25397,0.269
25398,0.084
25399,0.0738
25400,0.00587
25401,0.0277
25402,0.0311
25403,0.168
25404,0.0825
25405,0.0403
25406,0.161
25407,0.0451
25408,0.124
25409,0.271
25410,0.559
25411,0.084
25412,0.0281
25413,0.459
25414,0.0186
25415,0.045
25416,0.00996
25417,0.00135
25418,0.0091
25419,0.0738
25420,0.0322
25421,0.0375
25422,0.00608
25423,0.323
25424,0.0127
25425,0.52
25426,0.0768
25427,0.202
25428,0.0688
25429,0.0295
25430,0.0825
25431,0.443
25432,0.0104
25433,0.0375
25434,0.139
25435,0.202
25436,0.0688
25437,0.0688
25438,0.184
25439,0.184
25440,0.443
25441,0.0128
25442,0.137
25443,0.0119
25444,0.24
25445,0.239
25446,0.0634
25447,0.0403
25448,0.0432
25449,0.051
25450,0.0226
25451,0.222
25452,0.398
25453,0.283
25454,0.0144
25455,0.174
25456,0.0667
25457,0.0951
25458,0.423
25459,0.0174
25460,0.258
25461,0.000866
25462,0.501
25463,0.283
25464,0.0546
25465,0.214
25466,0.0651
25467,0.129
25468,0.64
25469,0.0611
25470,0.0114
25471,0.0297
25472,0.157
25473,0.31
25474,0.212
25475,0.181
25476,0.279
25477,0.0462
25478,0.401
25479,0.195
25480,0.0849
25481,0.0177
25482,0.274
25483,0.0395
25484,0.653
25485,0.939
25486,0.714
25487,0.0889
25488,0.0342
25489,0.135
25490,0.135
25491,0.00564
25492,0.0358
25493,0.339
25494,0.165
25495,0.00236
25496,0.237
25497,0.135
25498,0.00564
25499,0.136
25500,0.0358
25501,0.165
25502,0.0167
25503,0.288
25504,0.317
25505,0.063
25506,0.486
25507,0.472
25508,0.208
25509,0.000739
25510,0.0165
25511,0.00236
25512,0.237
25513,0.0218
25514,0.0236
25515,0.0251
25516,0.104
25517,0.0581
25518,0.0744
25519,0.0646
25520,0.146
25521,0.146
25522,0.274
25523,0.145
25524,0.317
25525,0.0531
25526,0.0161
25527,0.0457
25528,0.122
25529,0.0161
25530,0.146
25531,0.122
25532,0.113
25533,0.0967
25534,0.57
25535,0.148
25536,0.00531
25537,0.00134
25538,0.148
25539,0.113
25540,0.0536
25541,0.0175
25542,0.0811
25543,0.454
25544,0.00826
25545,0.218
25546,0.00454
25547,0.536
25548,0.178
25549,0.00112
25550,0.0145
25551,0.242
25552,0.0403
25553,0.0618
25554,0.453
25555,0.546
25556,0.0381
25557,0.0305
25558,0.221
25559,0.255
25560,0.442
25561,0.0167
25562,0.00815
25563,0.42
25564,0.0297
25565,0.0175
25566,0.0635
25567,0.0982
25568,0.00452
25569,0.0175
25570,0.182
25571,0.0744
25572,0.385
25573,0.00991
25574,0.0167
25575,0.343
25576,0.669
25577,0.838
25578,0.0967
25579,0.142
25580,0.222
25581,0.155
25582,0.212
25583,0.00161
25584,0.071
25585,0.0167
25586,0.156
25587,0.000592
25588,0.0678
25589,0.465
25590,0.0179
25591,0.0407
25592,0.0493
25593,0.0919
25594,0.0867
25595,0.271
25596,0.00713
25597,0.16
25598,0.0101
25599,0.105
25600,0.145
25601,0.0175
25602,0.00493
25603,0.0687
25604,0.000832
25605,0.397
25606,0.106
25607,0.321
25608,0.0573
25609,0.0455
25610,0.179
25611,0.0298
25612,0.0394
25613,0.00554
25614,0.401
25615,0.737
25616,0.257
25617,0.017
25618,0.148
25619,0.00111
25620,0.0052
25621,0.0763
25622,0.106
25623,0.139
25624,0.135
25625,0.418
25626,0.122
25627,0.0119
25628,0.118
25629,0.0599
25630,0.0187
25631,0.598
25632,0.201
25633,0.0144
25634,0.0277
25635,0.118
25636,0.0226
25637,0.455
25638,0.242
25639,0.000503
25640,0.367
25641,0.159
25642,0.187
25643,0.0229
25644,0.00277
25645,0.0942
25646,0.0678
25647,0.536
25648,0.0394
25649,0.21
25650,0.0295
25651,0.189
25652,0.291
25653,0.529
25654,0.303
25655,0.0942
25656,0.0251
25657,0.0128
25658,0.291
25659,0.0624
25660,0.365
25661,0.342
25662,0.0264
25663,0.0167
25664,0.133
25665,0.00412
25666,0.25
25667,0.00269
25668,0.237
25669,0.251
25670,0.523
25671,0.00843
25672,0.373
25673,0.0219
25674,0.741
25675,0.234
25676,0.207
25677,0.017
25678,0.162
25679,0.0912
25680,0.181
25681,
25682,0.255
25683,0.337
25684,0.208
25685,0.469
25686,0.428
25687,0.0239
25688,0.646
25689,0.536
25690,0.201
25691,0.0545
25692,0.00465
25693,0.0287
25694,0.121
25695,0.156
25696,0.236
25697,0.529
25698,0.115
25699,0.159
25700,0.0794
25701,0.134
25702,0.0226
25703,0.013
25704,0.0651
25705,0.0249
25706,0.175
25707,0.272
25708,0.257
25709,0.0477
25710,0.328
25711,0.0218
25712,0.0827
25713,0.0305
25714,0.102
25715,0.00104
25716,0.00429
25717,0.000866
25718,0.582
25719,0.0609
25720,0.517
25721,0.0108
25722,0.339
25723,0.288
25724,0.0538
25725,0.191
25726,0.0855
25727,0.0581
25728,0.00953
25729,0.689
25730,0.468
25731,0.218
25732,0.371
25733,0.371
25734,0.0835
25735,0.0167
25736,0.0467
25737,0.217
25738,0.0623
25739,0.0952
25740,0.333
25741,0.423
25742,0.0634
25743,0.0814
25744,0.0352
25745,0.269
25746,0.218
25747,0.455
25748,
25749,0.0112
25750,0.455
25751,0.0688
25752,0.0595
25753,0.559
25754,0.000832
25755,
25756,0.0327
25757,0.0773
25758,0.00112
25759,0.141
25760,0.0335
25761,0.102
25762,
25763,0.181
25764,0.0516
25765,0.0711
25766,0.0235
25767,0.125
25768,0.0328
25769,0.181
25770,0.00552
25771,0.101
25772,0.0484
25773,0.146
25774,0.262
25775,0.0369
25776,0.242
25777,0.115
25778,0.0711
25779,0.105
25780,0.133
25781,0.125
25782,0.0622
25783,0.0394
25784,0.765
25785,0.312
25786,0.0852
25787,0.0011
25788,0.737
25789,0.139
25790,0.141
25791,0.141
25792,0.333
25793,0.147
25794,0.0634
25795,0.0142
25796,0.00104
25797,0.0355
25798,0.373
25799,0.0417
25800,0.838
25801,0.0513
25802,0.272
25803,0.234
25804,0.234
25805,0.272
25806,0.0406
25807,0.218
25808,0.165
25809,0.184
25810,0.113
25811,0.106
25812,0.368
25813,0.0129
25814,0.138
25815,0.0891
25816,0.077
25817,0.0164
25818,0.262
25819,0.791
25820,0.0167
25821,0.0841
25822,0.0144
25823,0.0451
25824,0.148
25825,0.272
25826,0.542
25827,0.0186
25828,0.669
25829,0.0773
25830,0.197
25831,0.0528
25832,0.536
25833,0.423
25834,0.195
25835,0.036
25836,0.148
25837,0.516
25838,0.00225
25839,0.0207
25840,0.188
25841,0.354
25842,0.323
25843,0.0599
25844,0.0145
25845,0.00161
25846,0.0531
25847,0.0737
25848,0.659
25849,0.0123
25850,
25851,0.013
25852,0.218
25853,0.0321
25854,0.333
25855,0.354
25856,0.244
25857,0.244
25858,0.136
25859,0.0175
25860,0.392
25861,0.392
25862,0.838
25863,0.121
25864,0.0841
25865,0.218
25866,0.217
25867,0.0115
25868,0.21
25869,0.063
25870,0.0685
25871,0.553
25872,0.0281
25873,0.268
25874,0.614
25875,0.201
25876,0.15
25877,0.0933
25878,0.084
25879,0.065
25880,0.0038
25881,0.782
25882,0.0189
25883,0.00081
25884,0.0739
25885,0.264
25886,0.128
25887,0.0195
25888,0.302
25889,0.202
25890,0.0177
25891,0.0588
25892,0.451
25893,0.0177
25894,0.0154
25895,0.392
25896,0.000592
25897,0.0609
25898,0.0521
25899,0.0711
25900,0.0127
25901,0.0648
25902,0.0904
25903,0.00111
25904,0.194
25905,0.171
25906,0.249
25907,0.00305
25908,0.00544
25909,0.274
25910,0.129
25911,0.838
25912,0.206
25913,0.288
25914,0.0355
25915,0.233
25916,0.00279
25917,0.0811
25918,0.00146
25919,0.265
25920,0.302
25921,0.333
25922,0.133
25923,0.00413
25924,0.393
25925,0.0976
25926,0.0477
25927,0.343
25928,0.00418
25929,0.181
25930,0.582
25931,0.113
25932,0.0744
25933,0.00146
25934,0.201
25935,0.112
25936,0.0648
25937,0.00379
25938,0.00277
25939,0.00944
25940,0.0825
25941,0.178
25942,
25943,
25944,0.178
25945,0.0381
25946,0.0847
25947,0.212
25948,0.114
25949,
25950,0.0948
25951,0.107
25952,0.000541
25953,0.468
25954,0.0303
25955,0.123
25956,0.064
25957,0.138
25958,0.154
25959,0.148
25960,
25961,0.108
25962,0.036
25963,0.333
25964,0.00765
25965,0.367
25966,0.0431
25967,0.0221
25968,0.00531
25969,0.0168
25970,0.107
25971,0.0132
25972,0.307
25973,0.114
25974,0.000739
25975,0.736
25976,0.084
25977,0.0518
25978,0.0611
25979,0.18
25980,0.11
25981,0.41
25982,0.3
25983,0.39
25984,0.228
25985,0.0695
25986,0.00111
25987,0.00516
25988,0.197
25989,0.08
25990,0.0451
25991,0.21
25992,0.00081
25993,0.44
25994,0.0167
25995,0.00429
25996,0.0358
25997,0.346
25998,0.0355
25999,0.176
26000,0.0361
26001,0.0394
26002,0.0579
26003,0.0589
26004,0.257
26005,0.185
26006,0.019
26007,0.246
26008,0.0428
26009,0.546
26010,0.0225
26011,0.334
26012,0.0739
26013,0.197
26014,0.157
26015,0.0525
26016,0.198
26017,0.0474
26018,0.12
26019,0.0635
26020,0.333
26021,0.00305
26022,0.0283
26023,0.077
26024,0.000709
26025,0.00574
26026,0.215
26027,0.23
26028,0.0836
26029,0.0111
26030,0.0247
26031,0.0204
26032,0.0942
26033,0.063
26034,0.000832
26035,0.00865
26036,0.384
26037,0.585
26038,0.268
26039,0.124
26040,0.0904
26041,0.0364
26042,0.201
26043,0.308
26044,0.614
26045,0.23
26046,0.0165
26047,
26048,0.036
26049,0.105
26050,0.619
26051,0.0295
26052,0.53
26053,0.00587
26054,0.00279
26055,0.0091
26056,0.453
26057,0.0581
26058,0.0392
26059,0.0112
26060,0.552
26061,0.733
26062,0.337
26063,0.344
26064,0.115
26065,0.0311
26066,0.0186
26067,0.128
26068,0.0906
26069,0.00418
26070,0.147
26071,0.188
26072,0.12
26073,0.0009
26074,0.147
26075,0.128
26076,0.158
26077,0.392
26078,0.218
26079,0.0144
26080,0.00202
26081,0.0259
26082,0.0392
26083,0.118
26084,0.0277
26085,0.218
26086,0.0392
26087,0.0634
26088,0.283
26089,0.135
26090,0.244
26091,0.0622
26092,0.177
26093,0.0392
26094,0.155
26095,0.25
26096,0.0609
26097,0.000739
26098,0.333
26099,0.218
26100,0.653
26101,0.00906
26102,0.244
26103,0.0175
26104,0.105
26105,0.428
26106,0.123
26107,0.262
26108,0.228
26109,0.467
26110,0.351
26111,0.0164
26112,0.0392
26113,0.18
26114,0.0742
26115,0.883
26116,0.0335
26117,0.0476
26118,0.128
26119,0.00713
26120,0.23
26121,0.308
26122,0.132
26123,0.55
26124,0.0132
26125,0.00269
26126,0.00279
26127,0.541
26128,0.0292
26129,0.556
26130,
26131,0.0384
26132,0.0151
26133,0.468
26134,0.123
26135,0.257
26136,0.0104
26137,0.0757
26138,0.0942
26139,0.0667
26140,0.0277
26141,0.0942
26142,0.468
26143,0.0365
26144,0.0281
26145,0.0272
26146,0.0168
26147,0.137
26148,0.195
26149,0.262
26150,0.0226
26151,0.139
26152,0.28
26153,0.128
26154,0.413
26155,0.401
26156,0.261
26157,0.095
26158,0.134
26159,0.0172
26160,0.648
26161,0.309
26162,0.063
26163,0.128
26164,0.128
26165,0.0149
26166,0.145
26167,0.0144
26168,0.0467
26169,0.0303
26170,0.0186
26171,0.0536
26172,0.045
26173,0.0195
26174,0.281
26175,0.0477
26176,0.0629
26177,0.133
26178,0.0455
26179,0.0342
26180,0.322
26181,0.0149
26182,0.0149
26183,0.0802
26184,0.306
26185,0.00391
26186,0.0177
26187,0.0912
26188,0.0912
26189,0.0123
26190,0.292
26191,0.0373
26192,0.283
26193,0.0123
26194,0.114
26195,0.118
26196,0.0531
26197,0.0646
26198,0.183
26199,0.0493
26200,0.114
26201,0.128
26202,0.317
26203,0.3
26204,0.0342
26205,0.322
26206,0.0149
26207,0.598
26208,0.00379
26209,0.0912
26210,0.22
26211,0.517
26212,0.507
26213,0.0484
26214,0.114
26215,0.0128
26216,0.193
26217,0.36
26218,0.0703
26219,0.00244
26220,0.152
26221,0.52
26222,0.00765
26223,0.0493
26224,0.334
26225,0.000707
26226,0.302
26227,0.44
26228,0.791
26229,0.0395
26230,0.118
26231,0.0166
26232,0.0948
26233,0.0904
26234,0.000248
26235,0.00244
26236,0.00843
26237,0.12
26238,0.0218
26239,0.00765
26240,0.000707
26241,0.614
26242,0.0395
26243,0.106
26244,0.406
26245,0.0166
26246,0.351
26247,0.406
26248,0.316
26249,0.0381
26250,0.282
26251,0.0175
26252,0.235
26253,0.189
26254,0.0251
26255,0.00589
26256,0.0359
26257,0.00543
26258,0.582
26259,0.251
26260,0.0115
26261,0.64
26262,0.113
26263,0.123
26264,0.328
26265,0.389
26266,0.0827
26267,0.467
26268,0.0305
26269,0.0987
26270,0.0172
26271,0.0849
26272,0.142
26273,0.12
26274,0.115
26275,0.257
26276,0.017
26277,0.256
26278,0.0111
26279,0.0567
26280,0.0405
26281,0.291
26282,0.114
26283,0.0403
26284,0.0365
26285,0.385
26286,0.0671
26287,0.019
26288,0.0104
26289,0.123
26290,0.0855
26291,0.541
26292,
26293,0.0384
26294,0.768
26295,0.0127
26296,
26297,0.00968
26298,0.00694
26299,0.0152
26300,0.169
26301,0.00419
26302,0.0978
26303,0.434
26304,0.154
26305,0.15
26306,0.000424
26307,0.138
26308,0.03
26309,0.03
26310,0.125
26311,0.0552
26312,0.00128
26313,0.447
26314,0.208
26315,0.318
26316,0.0443
26317,0.00132
26318,0.0538
26319,0.0454
26320,0.0454
26321,0.035
26322,0.0546
26323,0.0289
26324,0.0253
26325,0.0318
26326,0.244
26327,0.333
26328,0.0493
26329,0.0493
26330,0.244
26331,0.244
26332,0.333
26333,0.218
26334,0.03
26335,0.333
26336,0.333
26337,0.0253
26338,0.0165
26339,0.0332
26340,0.0891
26341,0.288
26342,0.0438
26343,0.0409
26344,0.00632
26345,0.0405
26346,0.428
26347,0.0695
26348,0.403
26349,0.132
26350,0.00277
26351,0.0253
26352,0.115
26353,0.0841
26354,0.293
26355,0.145
26356,0.394
26357,0.0736
26358,0.000541
26359,0.0253
26360,0.0329
26361,0.283
26362,0.00127
26363,0.0149
26364,0.442
26365,0.0744
26366,0.18
26367,0.517
26368,0.0671
26369,0.149
26370,0.0732
26371,0.00336
26372,0.184
26373,0.337
26374,0.337
26375,0.0114
26376,0.0114
26377,0.0164
26378,0.0164
26379,0.111
26380,0.111
26381,0.333
26382,0.281
26383,0.501
26384,0.337
26385,0.0114
26386,0.0687
26387,0.114
26388,0.423
26389,0.0363
26390,0.0164
26391,0.105
26392,0.111
26393,0.281
26394,0.659
26395,0.045
26396,0.501
26397,0.128
26398,0.171
26399,0.214
26400,0.0369
26401,0.0279
26402,0.41
26403,0.105
26404,0.217
26405,0.121
26406,0.0735
26407,0.0557
26408,0.319
26409,0.768
26410,0.205
26411,0.0763
26412,0.162
26413,0.0272
26414,0.00589
26415,0.257
26416,0.00419
26417,0.139
26418,0.655
26419,0.224
26420,0.00779
26421,0.0179
26422,0.0329
26423,0.132
26424,0.0365
26425,0.00767
26426,0.737
26427,0.0331
26428,0.128
26429,0.178
26430,0.178
26431,0.178
26432,0.0331
26433,0.511
26434,0.084
26435,0.541
26436,0.267
26437,
26438,0.0593
26439,0.234
26440,0.737
26441,0.00256
26442,0.0768
26443,0.168
26444,0.0409
26445,0.217
26446,0.0168
26447,0.000619
26448,0.0409
26449,0.217
26450,0.00116
26451,0.556
26452,0.0889
26453,0.0457
26454,0.00212
26455,0.334
26456,0.215
26457,0.114
26458,0.517
26459,0.282
26460,0.0661
26461,0.0384
26462,0.0207
26463,0.144
26464,0.0617
26465,0.737
26466,0.0695
26467,0.11
26468,0.0466
26469,0.614
26470,0.733
26471,0.0287
26472,0.0677
26473,0.898
26474,0.123
26475,0.18
26476,0.484
26477,0.0337
26478,0.365
26479,0.071
26480,0.181
26481,0.193
26482,0.271
26483,0.0165
26484,0.0728
26485,0.0476
26486,0.181
26487,0.00388
26488,0.195
26489,0.624
26490,0.0985
26491,0.271
26492,0.479
26493,0.000107
26494,0.00748
26495,0.0142
26496,0.225
26497,0.0609
26498,0.0409
26499,0.0677
26500,0.0617
26501,0.181
26502,0.282
26503,0.0337
26504,0.0661
26505,0.0168
26506,0.0985
26507,0.479
26508,0.0165
26509,0.0889
26510,0.0457
26511,0.195
26512,0.737
26513,0.365
26514,0.0207
26515,0.517
26516,0.0172
26517,0.154
26518,0.00127
26519,0.0891
26520,0.0151
26521,0.648
26522,0.0651
26523,0.0184
26524,0.0453
26525,0.217
26526,0.423
26527,0.0362
26528,0.118
26529,0.000732
26530,0.0942
26531,0.221
26532,0.000709
26533,0.542
26534,0.52
26535,0.674
26536,0.0595
26537,0.148
26538,0.0185
26539,0.129
26540,0.174
26541,0.0166
26542,0.25
26543,0.186
26544,0.269
26545,0.647
26546,0.367
26547,0.309
26548,0.188
26549,0.616
26550,0.0604
26551,0.0589
26552,0.795
26553,0.629
26554,0.0642
26555,0.0235
26556,0.524
26557,0.00104
26558,0.0849
26559,0.0982
26560,0.00134
26561,
26562,0.114
26563,0.0744
26564,0.511
26565,0.89
26566,0.235
26567,0.0485
26568,0.0121
26569,0.186
26570,0.128
26571,0.00146
26572,0.0164
26573,0.523
26574,0.316
26575,0.0812
26576,0.0794
26577,0.00574
26578,0.0338
26579,0.0573
