,energy
2151,0.651
2152,0.457
2153,0.537
2154,0.625
2155,0.77
2156,0.723
2157,0.639
2158,0.835
2159,0.49
2160,0.544
2161,0.582
2162,0.692
2163,0.65
2164,0.595
2165,0.731
2166,0.731
2167,0.731
2168,0.809
2169,0.609
2170,0.684
2171,0.628
2172,0.566
2173,0.587
2174,0.504
2175,0.567
2176,0.622
2177,0.664
2178,0.553
2179,0.553
2180,0.552
2181,0.945
2182,0.945
2183,0.552
2184,0.647
2185,0.8
2186,0.403
2187,0.775
2188,0.75
2189,
2190,0.498
2191,0.674
2192,0.756
2193,0.602
2194,0.413
2195,0.26
2196,0.444
2197,0.725
2198,0.752
2199,0.745
2200,0.493
2201,0.444
2202,0.553
2203,0.413
2204,0.55
2205,0.82
2206,0.589
2207,0.918
2208,0.692
2209,0.454
2210,0.631
2211,0.728
2212,0.487
2213,0.64
2214,0.587
2215,0.695
2216,0.554
2217,0.31
2218,0.604
2219,0.641
2220,0.87
2221,0.391
2222,0.985
2223,0.604
2224,0.495
2225,0.573
2226,0.574
2227,0.615
2228,0.698
2229,0.58
2230,0.73
2231,0.594
2232,0.867
2233,0.783
2234,0.824
2235,0.665
2236,0.597
2237,0.426
2238,0.399
2239,0.761
2240,0.562
2241,0.689
2242,0.238
2243,0.929
2244,0.748
2245,0.454
2246,0.776
2247,0.567
2248,0.736
2249,0.492
2250,0.221
2251,0.758
2252,0.467
2253,0.676
2254,0.592
2255,0.834
2256,0.683
2257,0.338
2258,0.815
2259,0.775
2260,0.83
2261,0.757
2262,0.618
2263,0.574
2264,0.619
2265,0.67
2266,0.75
2267,0.617
2268,0.55
2269,0.537
2270,0.482
2271,0.534
2272,0.789
2273,0.617
2274,0.644
2275,0.599
2276,0.803
2277,0.0668
2278,0.917
2279,0.706
2280,0.752
2281,0.387
2282,0.983
2283,0.402
2284,0.663
2285,0.575
2286,0.73
2287,0.803
2288,0.579
2289,0.701
2290,0.666
2291,0.975
2292,0.575
2293,0.592
2294,0.578
2295,0.562
2296,0.872
2297,0.756
2298,0.539
2299,0.609
2300,0.956
2301,0.766
2302,0.766
2303,0.412
2304,0.802
2305,0.786
2306,0.593
2307,0.647
2308,0.772
2309,0.844
2310,0.639
2311,0.639
2312,0.881
2313,0.339
2314,0.756
2315,0.8
2316,0.489
2317,0.539
2318,
2319,0.72
2320,0.633
2321,0.845
2322,0.637
2323,0.831
2324,0.723
2325,0.498
2326,0.651
2327,0.521
2328,0.603
2329,0.467
2330,0.714
2331,0.582
2332,0.831
2333,0.931
2334,0.618
2335,0.723
2336,0.445
2337,0.585
2338,0.481
2339,0.833
2340,0.571
2341,0.689
2342,0.755
2343,0.681
2344,0.598
2345,0.887
2346,
2347,0.686
2348,0.73
2349,0.502
2350,
2351,0.535
2352,0.7
2353,0.56
2354,0.607
2355,0.635
2356,0.607
2357,0.444
2358,0.586
2359,0.651
2360,0.444
2361,0.651
2362,0.548
2363,0.313
2364,0.707
2365,0.582
2366,0.828
2367,0.552
2368,0.603
2369,0.802
2370,0.684
2371,0.626
2372,0.482
2373,0.702
2374,0.62
2375,0.662
2376,0.694
2377,0.44
2378,0.682
2379,0.554
2380,0.666
2381,0.579
2382,0.594
2383,0.568
2384,0.591
2385,0.665
2386,0.526
2387,0.807
2388,0.703
2389,0.744
2390,0.472
2391,0.65
2392,0.595
2393,0.813
2394,0.762
2395,0.849
2396,0.616
2397,0.824
2398,0.416
2399,0.81
2400,
2401,0.544
2402,0.881
2403,0.439
2404,0.74
2405,0.525
2406,0.775
2407,0.648
2408,0.689
2409,0.272
2410,0.758
2411,0.787
2412,0.772
2413,0.809
2414,0.729
2415,0.524
2416,0.649
2417,0.771
2418,0.723
2419,0.73
2420,0.672
2421,0.578
2422,0.4
2423,0.82
2424,0.579
2425,0.562
2426,0.768
2427,0.457
2428,0.748
2429,0.751
2430,0.369
2431,0.391
2432,0.8
2433,0.579
2434,0.31
2435,0.554
2436,0.562
2437,0.8
2438,0.554
2439,0.575
2440,0.909
2441,0.626
2442,0.582
2443,0.57
2444,0.619
2445,0.501
2446,0.457
2447,0.577
2448,0.692
2449,0.612
2450,0.622
2451,0.501
2452,0.853
2453,0.759
2454,0.581
2455,0.382
2456,0.683
2457,0.661
2458,0.567
2459,
2460,0.524
2461,0.339
2462,0.454
2463,0.858
2464,0.627
2465,0.513
2466,0.618
2467,0.793
2468,0.591
2469,0.569
2470,0.633
2471,0.467
2472,0.497
2473,0.713
2474,0.715
2475,0.498
2476,0.825
2477,0.842
2478,0.65
2479,0.602
2480,0.697
2481,0.726
2482,0.654
2483,0.852
2484,0.756
2485,0.566
2486,0.895
2487,0.699
2488,0.492
2489,0.74
2490,0.479
2491,0.353
2492,0.571
2493,0.56
2494,0.789
2495,0.752
2496,0.673
2497,0.467
2498,0.804
2499,0.578
2500,0.65
2501,0.585
2502,0.719
2503,0.599
2504,0.775
2505,0.743
2506,0.598
2507,0.418
2508,0.487
2509,0.47
2510,0.603
2511,0.563
2512,0.785
2513,0.805
2514,0.398
2515,0.719
2516,0.649
2517,0.496
2518,0.667
2519,0.69
2520,0.596
2521,0.953
2522,0.714
2523,0.537
2524,0.521
2525,0.622
2526,0.607
2527,0.596
2528,0.279
2529,0.497
2530,0.708
2531,0.527
2532,0.647
2533,0.646
2534,
2535,0.731
2536,0.438
2537,0.688
2538,0.498
2539,0.636
2540,0.814
2541,0.74
2542,0.57
2543,0.197
2544,0.518
2545,0.631
2546,0.644
2547,0.622
2548,0.831
2549,0.536
2550,0.627
2551,0.719
2552,0.342
2553,0.609
2554,0.682
2555,0.804
2556,0.402
2557,0.566
2558,0.867
2559,0.538
2560,0.914
2561,0.61
2562,0.523
2563,0.704
2564,0.558
2565,0.502
2566,0.746
2567,0.678
2568,0.569
2569,0.525
2570,0.589
2571,0.578
2572,0.572
2573,0.679
2574,0.664
2575,0.422
2576,0.745
2577,0.366
2578,0.566
2579,0.647
2580,0.607
2581,0.721
2582,0.412
2583,0.487
2584,0.703
2585,
2586,0.602
2587,0.715
2588,0.558
2589,0.725
2590,0.689
2591,0.498
2592,0.774
2593,
2594,0.556
2595,0.303
2596,0.449
2597,0.814
2598,0.73
2599,0.725
2600,0.847
2601,0.556
2602,0.563
2603,0.576
2604,0.754
2605,0.549
2606,0.432
2607,0.617
2608,0.76
2609,0.642
2610,0.77
2611,0.664
2612,0.458
2613,0.52
2614,0.582
2615,0.448
2616,0.618
2617,0.573
2618,0.698
2619,0.665
2620,0.26
2621,0.761
2622,0.47
2623,
2624,0.698
2625,0.592
2626,0.543
2627,0.571
2628,0.366
2629,0.526
2630,0.567
2631,0.783
2632,0.412
2633,0.594
2634,0.258
2635,0.696
2636,0.472
2637,0.12
2638,0.599
2639,0.534
2640,0.67
2641,0.809
2642,0.52
2643,
2644,0.537
2645,0.543
2646,0.815
2647,0.715
2648,0.609
2649,0.666
2650,0.526
2651,0.66
2652,0.867
2653,0.576
2654,
2655,0.985
2656,0.64
2657,0.956
2658,0.765
2659,0.581
2660,0.736
2661,0.452
2662,0.67
2663,0.426
2664,0.686
2665,0.815
2666,0.956
2667,0.956
2668,0.559
2669,0.366
2670,0.918
2671,0.786
2672,0.693
2673,0.579
2674,0.676
2675,0.612
2676,0.435
2677,0.698
2678,0.949
2679,0.653
2680,0.473
2681,0.662
2682,0.821
2683,0.49
2684,0.757
2685,0.69
2686,0.567
2687,0.577
2688,0.587
2689,0.619
2690,0.492
2691,0.596
2692,0.636
2693,0.45
2694,0.428
2695,0.493
2696,0.574
2697,0.641
2698,0.611
2699,0.686
2700,0.621
2701,0.838
2702,0.715
2703,0.838
2704,0.543
2705,0.578
2706,0.783
2707,0.667
2708,0.545
2709,0.526
2710,0.835
2711,0.597
2712,0.644
2713,0.73
2714,0.535
2715,0.581
2716,0.524
2717,0.722
2718,0.526
2719,0.698
2720,0.842
2721,0.673
2722,0.867
2723,0.75
2724,0.515
2725,0.549
2726,0.728
2727,0.715
2728,0.464
2729,0.619
2730,0.8
2731,0.498
2732,0.684
2733,
2734,0.634
2735,0.6
2736,0.654
2737,0.662
2738,0.374
2739,0.445
2740,0.615
2741,0.765
2742,0.67
2743,0.535
2744,0.45
2745,0.44
2746,0.72
2747,0.465
2748,0.69
2749,0.504
2750,0.581
2751,0.446
2752,0.538
2753,0.667
2754,0.872
2755,0.756
2756,0.676
2757,0.698
2758,0.637
2759,0.46
2760,0.705
2761,0.648
2762,0.306
2763,0.679
2764,0.469
2765,0.553
2766,0.517
2767,0.8
2768,0.304
2769,0.93
2770,0.909
2771,0.579
2772,0.881
2773,0.701
2774,0.732
2775,0.825
2776,0.751
2777,0.746
2778,0.702
2779,0.594
2780,0.631
2781,0.497
2782,0.574
2783,0.479
2784,0.604
2785,0.458
2786,0.531
2787,0.848
2788,0.756
2789,0.549
2790,0.369
2791,0.435
2792,0.463
2793,0.82
2794,0.679
2795,0.848
2796,0.69
2797,0.743
2798,0.583
2799,0.754
2800,0.831
2801,0.602
2802,0.524
2803,0.41
2804,0.59
2805,0.666
2806,0.981
2807,0.382
2808,0.482
2809,0.731
2810,
2811,0.511
2812,0.608
2813,0.804
2814,0.562
2815,0.646
2816,0.563
2817,0.552
2818,0.702
2819,0.761
2820,0.428
2821,0.428
2822,0.557
2823,0.452
2824,0.707
2825,0.537
2826,0.652
2827,0.744
2828,0.508
2829,0.675
2830,0.761
2831,0.496
2832,0.975
2833,0.428
2834,0.804
2835,0.576
2836,0.4
2837,0.604
2838,0.452
2839,0.634
2840,0.591
2841,0.482
2842,0.611
2843,0.508
2844,0.487
2845,0.59
2846,0.768
2847,0.664
2848,0.459
2849,0.551
2850,0.833
2851,0.52
2852,0.953
2853,0.23
2854,0.525
2855,0.539
2856,0.775
2857,0.31
2858,0.768
2859,0.708
2860,0.628
2861,0.565
2862,0.493
2863,0.692
2864,0.497
2865,0.531
2866,0.768
2867,0.519
2868,0.977
2869,0.221
2870,0.536
2871,0.496
2872,0.649
2873,0.321
2874,0.632
2875,0.859
2876,0.586
2877,0.93
2878,0.569
2879,0.391
2880,0.758
2881,0.459
2882,0.52
2883,0.859
2884,0.659
2885,0.551
2886,0.52
2887,0.756
2888,0.616
2889,0.859
2890,0.535
2891,0.612
2892,0.739
2893,0.374
2894,0.847
2895,0.756
2896,0.945
2897,0.666
2898,0.693
2899,
2900,0.929
2901,0.561
2902,0.639
2903,0.561
2904,
2905,0.639
2906,0.698
2907,0.762
2908,0.766
2909,0.756
2910,0.439
2911,0.626
2912,0.615
2913,0.748
2914,0.49
2915,0.636
2916,0.633
2917,0.606
2918,0.538
2919,0.731
2920,0.833
2921,0.766
2922,0.692
2923,0.539
2924,0.579
2925,0.725
2926,0.571
2927,0.76
2928,0.723
2929,0.731
2930,0.752
2931,0.574
2932,0.44
2933,0.636
2934,
2935,0.585
2936,0.848
2937,0.579
2938,0.937
2939,0.587
2940,0.853
2941,0.596
2942,0.579
2943,0.937
2944,0.578
2945,0.5
2946,0.756
2947,0.594
2948,0.556
2949,0.563
2950,0.751
2951,0.529
2952,0.473
2953,0.549
2954,0.765
2955,0.626
2956,0.566
2957,0.741
2958,0.985
2959,0.835
2960,0.736
2961,0.741
2962,0.561
2963,0.649
2964,0.744
2965,0.814
2966,0.613
2967,0.67
2968,0.559
2969,0.812
2970,0.651
2971,0.706
2972,0.809
2973,0.811
2974,0.747
2975,0.636
2976,0.692
2977,0.554
2978,0.715
2979,0.608
2980,0.739
2981,0.725
2982,0.511
2983,0.435
2984,0.707
2985,0.694
2986,0.72
2987,0.606
2988,0.596
2989,0.76
2990,0.75
2991,0.841
2992,0.692
2993,0.576
2994,0.496
2995,0.496
2996,0.559
2997,0.838
2998,0.642
2999,0.756
3000,0.64
3001,0.611
3002,0.531
3003,0.556
3004,0.64
3005,0.64
3006,0.836
3007,0.736
3008,0.725
3009,0.725
3010,0.67
3011,0.569
3012,0.641
3013,0.599
3014,0.586
3015,0.9
3016,0.603
3017,0.541
3018,0.745
3019,0.814
3020,0.557
3021,0.502
3022,0.64
3023,0.726
3024,0.47
3025,0.0279
3026,0.696
3027,0.73
3028,0.762
3029,0.912
3030,0.76
3031,0.579
3032,0.529
3033,0.458
3034,0.479
3035,0.695
3036,0.88
3037,0.536
3038,0.785
3039,0.605
3040,0.658
3041,0.848
3042,0.725
3043,0.809
3044,0.586
3045,0.611
3046,0.76
3047,0.841
3048,0.576
3049,0.453
3050,0.627
3051,0.589
3052,0.72
3053,0.649
3054,0.605
3055,0.654
3056,0.725
3057,0.725
3058,0.355
3059,0.545
3060,0.631
3061,0.481
3062,0.594
3063,0.732
3064,0.633
3065,0.713
3066,0.526
3067,0.743
3068,0.52
3069,0.524
3070,0.646
3071,0.454
3072,0.509
3073,0.619
3074,0.5
3075,0.735
3076,0.654
3077,0.689
3078,0.469
3079,0.659
3080,0.553
3081,0.751
3082,0.636
3083,0.46
3084,0.639
3085,0.604
3086,0.633
3087,0.756
3088,0.682
3089,0.836
3090,0.463
3091,0.526
3092,0.645
3093,0.691
3094,0.728
3095,0.783
3096,0.501
3097,0.759
3098,0.631
3099,0.304
3100,0.595
3101,0.667
3102,
3103,0.619
3104,0.622
3105,0.534
3106,0.533
3107,0.743
3108,0.69
3109,0.524
3110,0.479
3111,0.41
3112,0.576
3113,0.756
3114,0.412
3115,0.587
3116,0.69
3117,0.607
3118,0.178
3119,0.366
3120,0.382
3121,0.838
3122,0.531
3123,0.556
3124,0.848
3125,0.569
3126,0.628
3127,0.65
3128,0.725
3129,0.826
3130,0.59
3131,0.651
3132,0.569
3133,0.597
3134,0.511
3135,0.598
3136,0.628
3137,0.95
3138,0.469
3139,0.646
3140,0.659
3141,0.659
3142,0.826
3143,0.463
3144,0.454
3145,0.598
3146,0.694
3147,0.627
3148,0.835
3149,0.586
3150,0.644
3151,0.812
3152,0.812
3153,0.696
3154,0.442
3155,0.841
3156,0.627
3157,0.729
3158,0.444
3159,0.713
3160,0.548
3161,0.579
3162,0.46
3163,0.573
3164,0.774
3165,0.23
3166,0.569
3167,0.423
3168,
3169,0.823
3170,0.589
3171,0.67
3172,0.66
3173,0.649
3174,0.692
3175,0.569
3176,0.432
3177,0.469
3178,0.743
3179,0.672
3180,0.448
3181,0.543
3182,0.625
3183,0.457
3184,0.789
3185,0.983
3186,0.704
3187,0.771
3188,0.95
3189,0.748
3190,0.594
3191,0.658
3192,0.725
3193,0.625
3194,0.686
3195,0.743
3196,0.672
3197,0.448
3198,0.864
3199,0.586
3200,0.723
3201,0.613
3202,0.586
3203,0.727
3204,0.465
3205,0.786
3206,
3207,0.587
3208,0.587
3209,0.549
3210,0.586
3211,0.76
3212,0.719
3213,0.576
3214,0.492
3215,0.872
3216,0.658
3217,0.751
3218,0.568
3219,0.59
3220,0.703
3221,
3222,0.364
3223,0.728
3224,0.55
3225,0.652
3226,0.454
3227,0.579
3228,0.696
3229,0.578
3230,0.67
3231,0.495
3232,0.722
3233,0.762
3234,0.493
3235,0.747
3236,0.497
3237,0.88
3238,0.457
3239,0.584
3240,0.554
3241,0.695
3242,0.693
3243,0.702
3244,0.73
3245,0.493
3246,0.792
3247,0.524
3248,0.565
3249,0.804
3250,0.454
3251,0.689
3252,0.492
3253,0.761
3254,0.562
3255,0.572
3256,0.445
3257,0.691
3258,0.756
3259,0.802
3260,0.52
3261,0.467
3262,0.693
3263,0.573
3264,0.523
3265,0.467
3266,0.496
3267,
3268,0.632
3269,0.625
3270,0.464
3271,0.679
3272,0.633
3273,0.557
3274,0.594
3275,0.604
3276,0.848
3277,0.64
3278,0.756
3279,0.557
3280,0.488
3281,0.556
3282,0.815
3283,0.531
3284,0.75
3285,0.815
3286,0.568
3287,0.463
3288,0.572
3289,0.867
3290,0.834
3291,0.552
3292,0.841
3293,0.366
3294,0.625
3295,0.58
3296,0.364
3297,0.519
3298,0.931
3299,0.831
3300,0.776
3301,0.739
3302,0.786
3303,0.914
3304,0.751
3305,0.557
3306,0.743
3307,0.718
3308,0.444
3309,0.847
3310,0.487
3311,0.12
3312,0.567
3313,0.495
3314,0.816
3315,0.57
3316,0.743
3317,0.339
3318,0.774
3319,0.402
3320,0.549
3321,0.581
3322,0.636
3323,0.64
3324,0.658
3325,0.604
3326,0.746
3327,0.454
3328,0.474
3329,0.436
3330,0.556
3331,0.676
3332,
3333,0.789
3334,0.663
3335,0.841
3336,0.977
3337,0.559
3338,0.708
3339,0.491
3340,0.642
3341,0.646
3342,0.642
3343,0.725
3344,0.785
3345,0.861
3346,0.517
3347,0.679
3348,0.58
3349,0.502
3350,0.604
3351,0.44
3352,0.684
3353,0.412
3354,0.73
3355,0.629
3356,0.731
3357,0.567
3358,0.649
3359,0.578
3360,0.857
3361,0.692
3362,0.692
3363,0.391
3364,0.492
3365,0.443
3366,0.753
3367,0.637
3368,0.404
3369,0.553
3370,0.594
3371,0.44
3372,0.554
3373,0.497
3374,0.537
3375,0.723
3376,0.757
3377,0.651
3378,0.568
3379,0.566
3380,0.597
3381,0.607
3382,0.686
3383,0.772
3384,0.683
3385,0.811
3386,0.673
3387,0.872
3388,0.602
3389,
3390,0.736
3391,0.645
3392,0.648
3393,0.75
3394,0.498
3395,0.656
3396,0.366
3397,0.67
3398,0.616
3399,0.694
3400,0.602
3401,0.715
3402,0.576
3403,0.721
3404,0.628
3405,0.824
3406,0.869
3407,0.454
3408,0.615
3409,0.717
3410,0.75
3411,0.611
3412,0.631
3413,0.353
3414,0.557
3415,0.681
3416,0.651
3417,0.695
3418,0.457
3419,0.597
3420,0.443
3421,0.561
3422,0.838
3423,0.859
3424,0.859
3425,0.557
3426,0.594
3427,0.838
3428,0.531
3429,0.556
3430,0.8
3431,0.814
3432,0.575
3433,0.34
3434,0.491
3435,0.639
3436,
3437,0.625
3438,0.744
3439,0.511
3440,0.733
3441,0.983
3442,0.618
3443,0.488
3444,0.581
3445,0.665
3446,0.578
3447,0.313
3448,0.953
3449,0.467
3450,0.815
3451,0.413
3452,0.75
3453,0.627
3454,0.76
3455,0.627
3456,0.694
3457,0.636
3458,0.502
3459,0.603
3460,0.585
3461,0.77
3462,0.502
3463,0.603
3464,0.616
3465,0.111
3466,0.627
3467,0.66
3468,0.535
3469,0.758
3470,0.568
3471,0.529
3472,0.395
3473,0.756
3474,0.5
3475,0.857
3476,0.844
3477,0.918
3478,0.635
3479,0.594
3480,0.864
3481,0.592
3482,0.434
3483,0.296
3484,0.677
3485,0.529
3486,0.918
3487,0.312
3488,0.587
3489,0.498
3490,0.573
3491,0.694
3492,0.26
3493,0.748
3494,0.651
3495,
3496,0.439
3497,0.675
3498,0.4
3499,0.844
3500,0.656
3501,0.811
3502,0.463
3503,0.73
3504,0.258
3505,0.631
3506,0.563
3507,0.718
3508,0.751
3509,0.636
3510,0.5
3511,0.647
3512,0.585
3513,0.478
3514,0.678
3515,0.803
3516,0.487
3517,0.476
3518,0.805
3519,0.597
3520,0.977
3521,0.589
3522,0.473
3523,0.567
3524,0.929
3525,0.929
3526,0.583
3527,0.609
3528,0.467
3529,0.917
3530,0.852
3531,0.983
3532,0.495
3533,0.64
3534,0.338
3535,0.767
3536,0.786
3537,0.321
3538,0.95
3539,0.658
3540,0.532
3541,0.526
3542,0.594
3543,0.688
3544,0.538
3545,0.805
3546,0.612
3547,0.649
3548,0.654
3549,0.766
3550,0.706
3551,0.835
3552,0.985
3553,0.4
3554,0.831
3555,0.405
3556,0.369
3557,0.759
3558,0.572
3559,0.296
3560,0.719
3561,0.488
3562,0.756
3563,0.698
3564,0.802
3565,0.524
3566,0.602
3567,0.608
3568,0.48
3569,0.65
3570,0.521
3571,0.604
3572,0.723
3573,0.741
3574,0.607
3575,0.812
3576,0.664
3577,0.566
3578,0.802
3579,0.95
3580,0.756
3581,0.617
3582,0.556
3583,0.744
3584,0.617
3585,0.543
3586,0.848
3587,0.743
3588,0.602
3589,0.373
3590,0.603
3591,0.694
3592,0.407
3593,0.543
3594,0.789
3595,0.934
3596,0.544
3597,0.909
3598,0.439
3599,0.88
3600,0.733
3601,0.619
3602,0.559
3603,0.52
3604,0.479
3605,0.52
3606,0.52
3607,0.479
3608,0.653
3609,0.557
3610,0.725
3611,0.589
3612,0.498
3613,0.578
3614,0.586
3615,0.454
3616,0.594
3617,0.48
3618,0.662
3619,0.4
3620,0.587
3621,0.563
3622,0.579
3623,0.651
3624,0.708
3625,0.549
3626,0.44
3627,0.539
3628,0.623
3629,0.543
3630,0.532
3631,0.576
3632,0.364
3633,0.603
3634,0.723
3635,0.654
3636,0.382
3637,0.603
3638,0.654
3639,0.731
3640,0.631
3641,0.629
3642,0.41
3643,0.603
3644,
3645,
3646,0.637
3647,0.538
3648,
3649,0.75
3650,0.748
3651,0.756
3652,0.501
3653,0.589
3654,
3655,0.679
3656,0.537
3657,0.689
3658,0.611
3659,0.412
3660,0.59
3661,0.566
3662,0.596
3663,0.605
3664,0.565
3665,0.498
3666,0.642
3667,0.804
3668,0.932
3669,0.81
3670,0.698
3671,0.792
3672,0.758
3673,0.594
3674,0.845
3675,0.542
3676,0.772
3677,0.582
3678,0.364
3679,0.775
3680,0.518
3681,0.726
3682,0.683
3683,0.789
3684,0.814
3685,0.66
3686,0.66
3687,0.585
3688,0.572
3689,0.4
3690,0.741
3691,0.741
3692,0.815
3693,0.772
3694,0.59
3695,0.698
3696,0.756
3697,0.728
3698,0.47
3699,0.549
3700,0.625
3701,0.526
3702,0.626
3703,0.803
3704,0.476
3705,0.741
3706,0.607
3707,0.606
3708,0.609
3709,0.534
3710,0.587
3711,0.983
3712,0.639
3713,0.714
3714,
3715,0.492
3716,0.869
3717,0.617
3718,0.652
3719,0.729
3720,0.501
3721,0.445
3722,0.641
3723,0.418
3724,0.807
3725,0.619
3726,0.569
3727,0.687
3728,0.497
3729,0.497
3730,0.464
3731,0.774
3732,0.662
3733,0.74
3734,0.786
3735,0.608
3736,0.531
3737,0.526
3738,0.83
3739,0.554
3740,
3741,0.491
3742,0.685
3743,0.557
3744,0.557
3745,0.557
3746,0.693
3747,0.31
3748,0.699
3749,0.465
3750,0.754
3751,0.731
3752,0.533
3753,0.557
3754,0.645
3755,0.679
3756,0.768
3757,
3758,0.782
3759,0.593
3760,0.52
3761,0.238
3762,0.693
3763,0.604
3764,0.435
3765,0.611
3766,0.836
3767,0.52
3768,0.517
3769,0.111
3770,0.571
3771,0.64
3772,0.487
3773,0.774
3774,0.699
3775,0.592
3776,0.488
3777,0.743
3778,0.811
3779,0.567
3780,0.763
3781,0.789
3782,0.723
3783,
3784,0.628
3785,0.481
3786,0.481
3787,0.731
3788,0.73
3789,0.46
3790,0.582
3791,0.645
3792,0.609
3793,0.403
3794,0.403
3795,0.554
3796,0.686
3797,0.782
3798,0.524
3799,0.554
3800,0.595
3801,0.306
3802,0.809
3803,0.492
3804,0.649
3805,0.618
3806,0.715
3807,0.985
3808,0.587
3809,0.84
3810,0.459
3811,0.578
3812,0.691
3813,0.765
3814,0.608
3815,0.526
3816,0.631
3817,0.502
3818,0.603
3819,0.679
3820,0.65
3821,0.76
3822,0.553
3823,0.622
3824,0.553
3825,0.679
3826,0.655
3827,0.527
3828,0.391
3829,0.597
3830,0.26
3831,0.631
3832,0.578
3833,0.61
3834,0.634
3835,0.52
3836,0.833
3837,0.596
3838,0.391
3839,0.382
3840,0.621
3841,0.562
3842,0.909
3843,0.69
3844,0.687
3845,0.44
3846,0.559
3847,0.814
3848,0.509
3849,0.44
3850,0.545
3851,0.662
3852,0.589
3853,0.581
3854,0.541
3855,0.427
3856,0.491
3857,0.597
3858,0.597
3859,0.306
3860,0.541
3861,0.541
3862,0.498
3863,0.44
3864,0.524
3865,0.594
3866,0.543
3867,0.304
3868,0.473
3869,0.698
3870,0.771
3871,0.754
3872,0.566
3873,0.373
3874,0.651
3875,0.586
3876,0.805
3877,0.713
3878,0.633
3879,0.631
3880,0.457
3881,0.656
3882,0.587
3883,0.559
3884,0.504
3885,
3886,0.534
3887,0.457
3888,0.545
3889,0.739
3890,0.636
3891,0.513
3892,0.813
3893,0.49
3894,0.49
3895,0.575
3896,0.659
3897,0.556
3898,0.81
3899,0.869
3900,0.442
3901,0.403
3902,0.594
3903,0.768
3904,0.69
3905,0.346
3906,0.631
3907,0.55
3908,0.654
3909,0.567
3910,0.623
3911,0.825
3912,0.73
3913,0.47
3914,0.492
3915,0.573
3916,0.571
3917,0.847
3918,0.566
3919,0.47
3920,0.667
3921,0.768
3922,0.814
3923,0.512
3924,0.576
3925,0.723
3926,0.953
3927,0.756
3928,0.756
3929,0.814
3930,0.594
3931,0.762
3932,0.858
3933,0.594
3934,0.607
3935,0.412
3936,0.434
3937,0.698
3938,0.581
3939,0.713
3940,0.633
3941,0.649
3942,0.526
3943,0.581
3944,0.405
3945,0.953
3946,0.578
3947,0.647
3948,0.872
3949,0.304
3950,0.412
3951,0.768
3952,0.627
3953,0.852
3954,0.539
3955,0.535
3956,0.539
3957,0.498
3958,0.87
3959,0.61
3960,0.621
3961,0.746
3962,0.789
3963,0.607
3964,0.557
3965,0.515
3966,0.723
3967,0.766
3968,0.932
3969,0.828
3970,0.467
3971,
3972,0.538
3973,0.586
3974,0.552
3975,0.511
3976,0.633
3977,0.604
3978,0.748
3979,0.81
3980,0.77
3981,0.651
3982,0.657
3983,0.619
3984,0.934
3985,0.537
3986,0.542
3987,0.774
3988,0.657
3989,0.389
3990,0.934
3991,0.623
3992,0.595
3993,0.745
3994,0.531
3995,0.534
3996,0.557
3997,0.688
3998,0.111
3999,0.385
4000,0.442
4001,0.442
4002,0.627
4003,0.566
4004,0.838
4005,0.841
4006,0.69
4007,0.584
4008,0.757
4009,0.26
4010,0.598
4011,0.75
4012,0.75
4013,0.597
4014,0.745
4015,0.549
4016,0.459
4017,0.46
4018,0.59
4019,0.654
4020,0.654
4021,0.567
4022,0.636
4023,0.646
4024,0.763
4025,0.661
4026,0.515
4027,0.914
4028,0.554
4029,0.756
4030,0.646
4031,0.763
4032,0.768
4033,0.845
4034,0.487
4035,0.87
4036,0.683
4037,0.828
4038,0.873
4039,0.762
4040,0.567
4041,0.833
4042,0.677
4043,0.676
4044,0.588
4045,0.427
4046,0.563
4047,0.379
4048,0.544
4049,0.807
4050,0.778
4051,0.867
4052,0.664
4053,0.48
4054,0.714
4055,0.673
4056,0.559
4057,0.719
4058,0.744
4059,0.605
4060,0.909
4061,0.748
4062,0.721
4063,0.577
4064,0.592
4065,0.64
4066,0.621
4067,0.719
4068,0.635
4069,0.573
4070,0.73
4071,0.636
4072,0.427
4073,0.338
4074,0.418
4075,0.575
4076,0.467
4077,0.789
4078,0.585
4079,0.496
4080,0.436
4081,0.602
4082,0.537
4083,0.542
4084,0.676
4085,0.606
4086,0.631
4087,0.579
4088,0.675
4089,0.415
4090,0.739
4091,0.84
4092,0.512
4093,0.658
4094,0.598
4095,0.548
4096,0.732
4097,0.627
4098,0.342
4099,0.549
4100,0.353
4101,0.82
4102,0.937
4103,0.655
4104,0.538
4105,0.931
4106,0.385
4107,0.956
4108,0.504
4109,0.531
4110,0.715
4111,0.697
4112,
4113,0.586
4114,0.559
4115,0.474
4116,0.535
4117,0.689
4118,0.872
4119,0.497
4120,0.366
4121,0.581
4122,0.52
4123,0.559
4124,0.633
4125,0.694
4126,0.549
4127,0.937
4128,0.576
4129,
4130,
4131,0.833
4132,0.652
4133,0.482
4134,0.258
4135,0.609
4136,0.768
4137,0.731
4138,0.531
4139,0.638
4140,0.523
4141,0.457
4142,0.575
4143,0.623
4144,0.251
4145,0.623
4146,0.692
4147,0.743
4148,0.612
4149,0.482
4150,0.633
4151,0.694
4152,0.579
4153,0.579
4154,0.751
4155,0.597
4156,0.604
4157,0.32
4158,0.869
4159,0.575
4160,0.369
4161,0.467
4162,0.398
4163,0.715
4164,0.566
4165,0.459
