,liveness
6602,0.148
6603,0.33
6604,0.272
6605,0.181
6606,0.163
6607,0.0708
6608,0.248
6609,0.091
6610,0.742
6611,0.183
6612,0.14
6613,0.151
6614,0.0726
6615,0.11
6616,0.859
6617,0.11
6618,0.138
6619,0.0984
6620,0.628
6621,0.146
6622,0.0768
6623,0.0844
6624,
6625,0.105
6626,0.134
6627,0.125
6628,0.0627
6629,0.102
6630,0.0692
6631,0.465
6632,0.102
6633,0.123
6634,0.13
6635,0.097
6636,0.0952
6637,0.109
6638,0.139
6639,0.115
6640,0.0805
6641,0.114
6642,0.132
6643,0.128
6644,0.182
6645,0.348
6646,0.137
6647,0.137
6648,0.109
6649,0.109
6650,0.0805
6651,0.0571
6652,0.0888
6653,0.489
6654,0.247
6655,0.144
6656,0.281
6657,0.0599
6658,0.0916
6659,0.057
6660,0.0824
6661,0.095
6662,0.114
6663,0.622
6664,0.1
6665,0.112
6666,0.219
6667,0.278
6668,0.316
6669,0.429
6670,0.145
6671,0.1
6672,0.132
6673,0.272
6674,0.105
6675,0.285
6676,0.135
6677,0.28
6678,0.193
6679,0.136
6680,0.744
6681,0.163
6682,0.0925
6683,0.33
6684,0.0816
6685,0.109
6686,0.389
6687,0.12
6688,0.224
6689,0.235
6690,0.139
6691,0.157
6692,0.081
6693,0.174
6694,0.099
6695,0.41
6696,0.0986
6697,0.0698
6698,0.124
6699,0.182
6700,0.315
6701,0.165
6702,0.313
6703,0.145
6704,0.1
6705,0.107
6706,0.118
6707,0.101
6708,0.118
6709,0.124
6710,0.0816
6711,0.131
6712,0.256
6713,
6714,0.159
6715,0.253
6716,0.272
6717,0.0505
6718,0.119
6719,0.131
6720,0.0812
6721,0.112
6722,0.396
6723,0.114
6724,0.406
6725,0.0786
6726,0.11
6727,0.128
6728,0.107
6729,0.224
6730,0.121
6731,0.146
6732,0.0986
6733,0.144
6734,0.11
6735,
6736,0.135
6737,0.406
6738,0.356
6739,0.151
6740,0.0923
6741,0.127
6742,0.269
6743,0.098
6744,0.559
6745,0.0976
6746,0.138
6747,0.196
6748,0.299
6749,0.0753
6750,0.0916
6751,0.271
6752,0.0884
6753,0.267
6754,0.0705
6755,0.105
6756,0.0703
6757,0.106
6758,0.138
6759,0.892
6760,0.107
6761,0.139
6762,0.0924
6763,0.227
6764,0.361
6765,0.856
6766,0.22
6767,0.14
6768,0.196
6769,0.0662
6770,0.0521
6771,0.091
6772,0.106
6773,0.0554
6774,0.0876
6775,0.139
6776,0.153
6777,0.139
6778,0.152
6779,0.165
6780,0.199
6781,0.0863
6782,0.116
6783,0.253
6784,0.107
6785,
6786,0.272
6787,0.0884
6788,0.107
6789,0.098
6790,0.0917
6791,0.164
6792,0.095
6793,0.099
6794,0.0884
6795,0.098
6796,0.111
6797,0.0925
6798,0.632
6799,0.0631
6800,0.493
6801,0.166
6802,0.166
6803,0.107
6804,0.149
6805,0.14
6806,0.124
6807,0.146
6808,0.892
6809,0.107
6810,0.0856
6811,0.127
6812,0.0772
6813,0.0927
6814,0.122
6815,0.114
6816,0.105
6817,0.102
6818,0.129
6819,0.191
6820,
6821,0.0902
6822,0.103
6823,0.118
6824,0.156
6825,0.241
6826,0.382
6827,0.605
6828,0.115
6829,0.0967
6830,0.139
6831,0.271
6832,0.0632
6833,
6834,0.22
6835,0.128
6836,0.1
6837,0.157
6838,0.104
6839,0.497
6840,0.33
6841,0.451
6842,0.0658
6843,0.329
6844,0.139
6845,0.0703
6846,0.712
6847,0.497
6848,0.33
6849,0.135
6850,0.195
6851,0.178
6852,0.103
6853,0.329
6854,0.118
6855,0.139
6856,0.133
6857,0.102
6858,0.178
6859,0.105
6860,0.154
6861,0.198
6862,0.538
6863,0.102
6864,0.0943
6865,0.195
6866,0.131
6867,0.0917
6868,0.158
6869,0.124
6870,0.429
6871,0.679
6872,0.0906
6873,0.0711
6874,
6875,0.338
6876,0.211
6877,0.381
6878,0.104
6879,0.559
6880,0.118
6881,0.115
6882,0.144
6883,0.151
6884,0.118
6885,0.138
6886,0.238
6887,0.114
6888,0.0622
6889,0.349
6890,0.281
6891,0.154
6892,0.107
6893,0.127
6894,0.344
6895,0.193
6896,0.11
6897,0.0917
6898,0.167
6899,0.318
6900,0.0599
6901,0.281
6902,0.281
6903,0.105
6904,0.078
6905,0.103
6906,0.119
6907,0.44
6908,0.0726
6909,0.0599
6910,0.104
6911,0.104
6912,0.0952
6913,0.0599
6914,0.086
6915,0.111
6916,0.089
6917,0.0984
6918,0.207
6919,0.207
6920,0.144
6921,0.102
6922,0.169
6923,0.162
6924,0.334
6925,0.331
6926,0.111
6927,0.0916
6928,0.204
6929,0.154
6930,0.119
6931,0.0669
6932,0.0996
6933,0.206
6934,0.285
6935,0.0943
6936,0.334
6937,0.0966
6938,0.133
6939,0.163
6940,0.194
6941,0.107
6942,0.252
6943,0.341
6944,0.119
6945,0.1
6946,0.112
6947,0.0852
6948,0.192
6949,0.121
6950,0.104
6951,0.129
6952,0.396
6953,0.122
6954,0.119
6955,0.951
6956,0.951
6957,0.189
6958,0.316
6959,0.0725
6960,0.701
6961,0.248
6962,0.196
6963,0.0554
6964,0.4
6965,0.559
6966,0.1
6967,0.121
6968,0.122
6969,0.951
6970,0.0725
6971,0.0731
6972,0.132
6973,0.144
6974,0.0637
6975,0.252
6976,0.0896
6977,0.252
6978,0.1
6979,0.342
6980,0.066
6981,0.235
6982,0.113
6983,0.257
6984,0.0816
6985,0.0731
6986,0.0996
6987,0.115
6988,0.108
6989,0.108
6990,0.112
6991,0.112
6992,0.612
6993,0.0662
6994,0.138
6995,0.108
6996,0.112
6997,
6998,0.123
6999,0.612
7000,0.192
7001,0.0662
7002,0.087
7003,0.136
7004,0.18
7005,0.106
7006,0.099
7007,0.125
7008,0.116
7009,0.107
7010,0.281
7011,0.121
7012,0.095
7013,0.413
7014,
7015,0.123
7016,0.175
7017,0.163
7018,0.108
7019,0.355
7020,0.46
7021,0.46
7022,0.165
7023,
7024,0.135
7025,0.151
7026,0.0982
7027,0.126
7028,0.493
7029,0.0979
7030,0.0788
7031,0.179
7032,0.132
7033,0.0798
7034,0.103
7035,0.0964
7036,0.0839
7037,
7038,0.08
7039,0.152
7040,0.0582
7041,0.227
7042,0.119
7043,0.113
7044,0.359
7045,0.108
7046,0.0824
7047,0.0996
7048,0.133
7049,0.375
7050,0.122
7051,0.0671
7052,0.254
7053,0.122
7054,0.196
7055,0.665
7056,0.0927
7057,0.192
7058,0.187
7059,0.0898
7060,0.128
7061,0.132
7062,0.26
7063,0.105
7064,0.0899
7065,
7066,0.0884
7067,0.226
7068,0.0851
7069,0.334
7070,0.122
7071,0.183
7072,0.406
7073,0.123
7074,0.139
7075,0.1
7076,0.0916
7077,0.274
7078,0.107
7079,0.0946
7080,0.113
7081,0.19
7082,0.167
7083,0.246
7084,0.139
7085,0.116
7086,0.254
7087,0.109
7088,0.091
7089,0.164
7090,0.229
7091,0.151
7092,0.118
7093,0.148
7094,0.103
7095,0.0939
7096,0.123
7097,0.111
7098,0.261
7099,0.0964
7100,0.334
7101,0.11
7102,0.118
7103,0.0924
7104,0.0924
7105,0.241
7106,0.106
7107,0.195
7108,0.125
7109,0.114
7110,0.195
7111,0.16
7112,0.44
7113,0.189
7114,0.187
7115,0.122
7116,0.0967
7117,0.115
7118,0.115
7119,0.252
7120,0.361
7121,0.102
7122,0.235
7123,0.109
7124,0.0866
7125,0.133
7126,0.0579
7127,0.0579
7128,0.107
7129,0.111
7130,0.102
7131,0.0866
7132,0.167
7133,0.103
7134,0.107
7135,0.108
7136,0.348
7137,0.0895
7138,0.119
7139,0.14
7140,0.178
7141,0.0863
7142,0.224
7143,0.103
7144,0.116
7145,0.409
7146,0.156
7147,0.149
7148,0.119
7149,0.0703
7150,0.429
7151,0.155
7152,0.118
7153,0.0646
7154,0.187
7155,0.276
7156,0.109
7157,0.0668
7158,0.077
7159,0.126
7160,0.241
7161,0.103
7162,0.4
7163,0.0668
7164,0.181
7165,0.103
7166,0.143
7167,0.129
7168,0.114
7169,0.13
7170,0.0795
7171,0.109
7172,0.118
7173,0.0916
7174,0.128
7175,0.108
7176,0.534
7177,0.134
7178,0.107
7179,0.198
7180,0.0946
7181,0.298
7182,0.115
7183,0.33
7184,0.372
7185,0.191
7186,0.144
7187,0.124
7188,0.124
7189,0.339
7190,0.165
7191,0.241
7192,0.342
7193,0.368
7194,0.129
7195,0.146
7196,0.157
7197,0.236
7198,0.425
7199,0.406
7200,0.165
7201,0.121
7202,0.0646
7203,0.104
7204,0.0646
7205,0.204
7206,0.111
7207,0.121
7208,0.0646
7209,0.123
7210,0.182
7211,0.107
7212,0.111
7213,0.107
7214,0.0851
7215,0.342
7216,0.057
7217,0.118
7218,0.116
7219,0.588
7220,0.111
7221,0.278
7222,0.0786
7223,0.213
7224,0.213
7225,
7226,0.0857
7227,0.103
7228,0.236
7229,0.124
7230,0.349
7231,0.107
7232,0.342
7233,0.111
7234,0.213
7235,0.109
7236,0.114
7237,0.252
7238,0.11
7239,0.104
7240,0.0964
7241,0.12
7242,0.612
7243,0.102
7244,0.189
7245,0.734
7246,0.179
7247,0.105
7248,0.0917
7249,0.136
7250,0.291
7251,0.206
7252,0.425
7253,0.126
7254,0.163
7255,0.144
7256,0.168
7257,0.0884
7258,0.5
7259,0.368
7260,0.109
7261,0.336
7262,0.098
7263,0.22
7264,0.113
7265,0.108
7266,0.148
7267,0.154
7268,0.196
7269,0.144
7270,0.411
7271,0.281
7272,0.155
7273,0.0753
7274,0.181
7275,0.101
7276,0.092
7277,0.103
7278,0.143
7279,0.0582
7280,0.447
7281,0.104
7282,0.129
7283,0.0562
7284,0.298
7285,0.087
7286,0.16
7287,0.207
7288,0.17
7289,0.114
7290,0.34
7291,0.34
7292,0.077
7293,0.077
7294,0.444
7295,0.105
7296,0.0779
7297,0.0627
7298,0.128
7299,0.701
7300,0.538
7301,0.0928
7302,0.132
7303,0.105
7304,0.142
7305,0.077
7306,0.0779
7307,0.0964
7308,0.281
7309,0.0921
7310,0.108
7311,0.358
7312,0.0839
7313,0.0927
7314,0.132
7315,0.127
7316,0.189
7317,0.107
7318,0.442
7319,0.137
7320,0.104
7321,0.074
7322,0.162
7323,0.331
7324,0.0871
7325,0.144
7326,0.134
7327,
7328,0.127
7329,0.396
7330,0.115
7331,0.334
7332,0.152
7333,0.717
7334,0.161
7335,0.183
7336,0.32
7337,0.432
7338,0.0967
7339,0.116
7340,0.114
7341,0.133
7342,0.11
7343,0.0845
7344,0.116
7345,0.159
7346,0.151
7347,0.181
7348,0.109
7349,0.154
7350,0.482
7351,0.226
7352,0.527
7353,0.154
7354,0.255
7355,0.116
7356,0.144
7357,0.113
7358,0.149
7359,0.159
7360,0.134
7361,0.192
7362,
7363,0.0779
7364,0.0582
7365,0.114
7366,0.156
7367,0.0863
7368,0.221
7369,0.192
7370,0.342
7371,0.179
7372,0.112
7373,0.396
7374,0.0818
7375,0.46
7376,0.0662
7377,0.46
7378,0.077
7379,0.11
7380,0.144
7381,0.0739
7382,0.127
7383,0.2
7384,0.108
7385,0.18
7386,
7387,0.0984
7388,0.099
7389,0.344
7390,0.165
7391,0.103
7392,0.207
7393,0.136
7394,
7395,0.142
7396,0.104
7397,0.0816
7398,0.411
7399,0.0979
7400,0.0959
7401,0.542
7402,0.542
7403,0.127
7404,0.081
7405,0.269
7406,0.628
7407,0.0705
7408,0.429
7409,0.134
7410,0.166
7411,0.11
7412,0.105
7413,0.121
7414,0.111
7415,0.167
7416,0.077
7417,0.114
7418,0.538
7419,0.302
7420,0.129
7421,0.632
7422,0.0867
7423,0.102
7424,0.091
7425,0.144
7426,0.127
7427,
7428,0.167
7429,0.0662
7430,0.143
7431,0.11
7432,0.0599
7433,0.057
7434,0.0824
7435,0.0954
7436,0.33
7437,0.151
7438,0.701
7439,0.0932
7440,0.097
7441,0.0981
7442,0.154
7443,0.193
7444,0.11
7445,0.21
7446,0.734
7447,0.29
7448,0.336
7449,0.118
7450,0.106
7451,0.128
7452,0.0896
7453,0.134
7454,0.0662
7455,0.255
7456,0.259
7457,0.106
7458,0.0917
7459,0.11
7460,0.0964
7461,0.0731
7462,0.144
7463,0.108
7464,0.112
7465,0.099
7466,0.0896
7467,0.267
7468,0.0899
7469,0.219
7470,0.119
7471,0.11
7472,0.679
7473,0.124
7474,0.0668
7475,0.146
7476,0.167
7477,0.0558
7478,0.126
7479,0.383
7480,0.139
7481,0.229
7482,
7483,0.109
7484,0.117
7485,0.0996
7486,0.143
7487,0.148
7488,0.135
7489,0.107
7490,0.105
7491,0.111
7492,0.123
7493,0.795
7494,0.111
7495,0.208
7496,0.124
7497,0.0785
7498,0.0779
7499,0.0924
7500,0.0952
7501,0.103
7502,0.214
7503,0.575
7504,0.15
7505,0.355
7506,0.078
7507,0.114
7508,0.224
7509,0.109
7510,0.22
7511,0.296
7512,
7513,0.307
7514,0.115
7515,0.144
7516,0.144
7517,0.409
7518,0.114
7519,0.117
7520,0.089
7521,0.12
7522,0.0611
7523,0.63
7524,0.146
7525,0.319
7526,0.077
7527,0.132
7528,0.099
7529,0.0899
7530,0.0622
7531,0.125
7532,0.148
7533,0.0755
7534,0.142
7535,0.0554
7536,0.313
7537,0.28
7538,0.195
7539,0.0805
7540,0.218
7541,0.159
7542,0.133
7543,0.133
7544,0.28
7545,0.133
7546,0.133
7547,0.28
7548,0.155
7549,0.113
7550,0.221
7551,0.0816
7552,0.15
7553,0.159
7554,0.133
7555,0.28
7556,0.107
7557,0.0984
7558,0.113
7559,0.406
7560,0.181
7561,0.137
7562,0.406
7563,0.605
7564,0.281
7565,0.0649
7566,0.242
7567,0.0924
7568,0.271
7569,0.0886
7570,0.374
7571,0.33
7572,0.11
7573,0.409
7574,0.106
7575,0.12
7576,0.115
7577,0.318
7578,0.253
7579,0.235
7580,0.114
7581,0.491
7582,0.0646
7583,0.41
7584,0.14
7585,0.118
7586,0.139
7587,0.109
7588,0.109
7589,0.252
7590,0.0731
7591,0.0851
7592,0.126
7593,0.207
7594,0.527
7595,0.18
7596,
7597,0.257
7598,0.101
7599,0.588
7600,0.246
7601,0.0832
7602,0.253
7603,0.117
7604,0.106
7605,0.0611
7606,0.344
7607,0.11
7608,0.892
7609,0.18
7610,0.124
7611,0.0884
7612,0.141
7613,0.0866
7614,0.0554
7615,0.114
7616,0.411
7617,0.0703
7618,0.348
7619,0.224
7620,0.374
7621,0.266
7622,0.0471
7623,0.0534
7624,0.156
7625,0.224
7626,0.197
7627,0.175
7628,0.125
7629,0.0471
7630,0.339
7631,0.151
7632,0.138
7633,0.126
7634,0.1
7635,0.135
7636,0.281
7637,0.11
7638,0.409
7639,0.235
7640,0.143
7641,0.135
7642,0.542
7643,0.368
7644,0.118
7645,0.298
7646,0.207
7647,0.112
7648,0.318
7649,0.132
7650,0.46
7651,0.135
7652,0.2
7653,0.323
7654,0.0986
7655,0.128
7656,0.169
7657,0.106
7658,0.196
7659,0.104
7660,0.196
7661,0.465
7662,0.0631
7663,0.104
7664,0.1
7665,0.108
7666,0.114
7667,0.257
7668,0.0958
7669,0.668
7670,0.163
7671,0.103
7672,0.538
7673,0.106
7674,0.29
7675,0.252
7676,0.114
7677,0.103
7678,0.114
7679,0.252
7680,0.856
7681,0.081
7682,0.184
7683,0.113
7684,0.159
7685,0.081
7686,0.0753
7687,0.368
7688,0.178
7689,0.114
7690,0.224
7691,0.0753
7692,0.114
7693,0.142
7694,0.113
7695,0.297
7696,0.0955
7697,0.247
7698,0.0866
7699,0.31
7700,0.0992
7701,0.291
7702,0.389
7703,0.0796
7704,0.0864
7705,0.256
7706,0.112
7707,0.127
7708,0.227
7709,0.189
7710,0.107
7711,0.248
7712,0.091
7713,0.229
7714,0.0943
7715,0.0796
7716,0.291
7717,0.254
7718,0.121
7719,0.066
7720,0.135
7721,0.165
7722,0.114
7723,0.0924
7724,0.951
7725,0.383
7726,0.164
7727,0.0611
7728,0.128
7729,0.096
7730,0.122
7731,0.272
7732,0.167
7733,0.213
7734,0.137
7735,0.213
7736,0.207
7737,0.077
7738,0.128
7739,0.115
7740,0.0631
7741,0.241
7742,0.107
7743,0.267
7744,0.679
7745,0.33
7746,0.892
7747,
7748,0.129
7749,0.28
7750,0.64
7751,0.389
7752,0.126
7753,0.208
7754,0.103
7755,0.144
7756,0.179
7757,0.257
7758,0.1
7759,0.344
7760,0.195
7761,0.143
7762,0.106
7763,0.0571
7764,0.221
7765,0.221
7766,0.278
7767,0.122
7768,0.143
7769,0.0884
7770,0.221
7771,0.175
7772,0.374
7773,0.165
7774,0.191
7775,0.408
7776,0.193
7777,0.0671
7778,0.0863
7779,0.158
7780,0.158
7781,0.0756
7782,0.0946
7783,0.103
7784,0.162
7785,0.171
7786,0.119
7787,0.626
7788,0.341
7789,0.119
7790,0.193
7791,0.171
7792,0.107
7793,0.142
7794,0.171
7795,0.119
7796,0.117
7797,0.125
7798,0.125
7799,0.0984
7800,0.135
7801,0.406
7802,0.077
7803,0.0795
7804,0.341
7805,0.341
7806,0.142
7807,0.119
7808,0.108
7809,0.859
7810,0.0964
7811,0.176
7812,0.229
7813,0.108
7814,0.0611
7815,0.432
7816,0.583
7817,0.0976
7818,0.213
7819,0.0338
7820,0.111
7821,0.151
7822,0.104
7823,0.221
7824,0.219
7825,0.0844
7826,0.115
7827,0.121
7828,0.199
7829,0.0924
7830,0.187
7831,0.111
7832,0.0546
7833,0.096
7834,0.106
7835,0.113
7836,0.272
7837,0.274
7838,0.144
7839,0.148
7840,0.156
7841,0.109
7842,0.0993
7843,0.146
7844,0.235
7845,0.0954
7846,0.406
7847,0.077
7848,0.114
7849,0.0779
7850,0.163
7851,0.248
7852,0.382
7853,0.156
7854,0.151
7855,0.0756
7856,0.208
7857,0.207
7858,0.102
7859,0.0832
7860,0.668
7861,0.0662
7862,0.311
7863,0.632
7864,0.078
7865,0.139
7866,0.195
7867,0.254
7868,0.352
7869,0.0914
7870,0.152
7871,0.178
7872,0.338
7873,0.129
7874,0.464
7875,0.0309
7876,0.0768
7877,0.278
7878,0.102
7879,0.119
7880,0.497
7881,0.123
7882,0.33
7883,0.105
7884,0.109
7885,0.151
7886,0.187
7887,0.136
7888,0.119
7889,0.095
7890,0.189
7891,0.104
7892,0.165
7893,0.154
7894,0.109
7895,0.0916
7896,0.106
7897,0.156
7898,0.196
7899,0.104
7900,0.105
7901,0.111
7902,0.109
7903,0.167
7904,0.33
7905,0.128
7906,0.101
7907,0.102
7908,0.213
7909,0.111
7910,0.339
7911,0.734
7912,0.163
7913,0.381
7914,0.246
7915,0.0917
7916,0.102
7917,0.0884
7918,0.126
7919,0.274
7920,0.121
7921,0.139
7922,0.139
7923,0.129
7924,0.129
7925,0.0863
7926,0.11
7927,0.238
7928,0.534
7929,0.339
7930,0.163
7931,0.091
7932,0.196
7933,0.107
7934,0.261
7935,0.126
7936,0.0952
7937,0.101
7938,0.092
7939,0.139
7940,0.214
7941,0.114
7942,0.0927
7943,0.0897
7944,0.255
7945,0.152
7946,0.132
7947,0.252
7948,0.382
7949,0.362
7950,0.139
7951,0.101
7952,0.081
7953,0.128
7954,0.148
7955,0.0993
7956,0.207
7957,0.099
7958,0.158
7959,0.115
7960,0.612
7961,0.133
7962,0.105
7963,0.151
7964,0.0662
7965,0.113
7966,0.165
7967,0.211
7968,0.785
7969,0.08
7970,0.118
7971,0.342
7972,0.0864
7973,0.454
7974,0.293
7975,0.0947
7976,0.0857
7977,0.103
7978,0.106
7979,0.103
7980,0.114
7981,0.135
7982,0.107
7983,0.411
7984,0.113
7985,0.151
7986,0.0902
7987,0.104
7988,0.0543
7989,0.224
7990,0.116
7991,0.454
7992,0.13
7993,0.109
7994,0.338
7995,0.118
7996,0.527
7997,0.159
7998,0.344
7999,0.105
8000,0.0981
8001,0.12
8002,0.242
8003,0.0996
8004,0.16
8005,0.136
8006,0.142
8007,0.235
8008,0.097
8009,0.192
8010,0.119
8011,0.15
8012,0.115
8013,0.155
8014,0.077
8015,0.334
8016,0.114
8017,0.166
8018,
8019,0.116
8020,0.0546
8021,0.417
8022,0.383
8023,0.0932
8024,0.0631
8025,0.0772
8026,0.0863
8027,0.158
8028,0.111
8029,0.361
8030,0.179
8031,0.32
8032,0.109
8033,0.159
8034,0.744
8035,0.145
8036,0.0571
8037,0.119
8038,0.171
8039,0.109
8040,0.261
8041,0.137
8042,0.126
8043,0.119
8044,0.141
8045,0.104
8046,0.0851
8047,0.101
8048,0.477
8049,0.131
8050,0.296
8051,0.0884
8052,0.118
8053,0.0857
8054,0.111
8055,0.128
8056,0.144
8057,0.0558
8058,0.0868
8059,0.145
8060,0.183
8061,0.477
8062,0.296
8063,0.361
8064,0.179
8065,0.176
8066,0.156
8067,0.0832
8068,0.0884
8069,0.108
8070,0.311
8071,0.272
8072,0.125
8073,0.114
8074,0.115
8075,0.151
8076,0.356
8077,0.254
8078,0.128
8079,0.13
8080,0.204
8081,0.126
8082,0.12
8083,0.179
8084,0.101
8085,0.444
8086,0.082
8087,0.179
8088,0.538
8089,0.315
8090,0.382
8091,0.0943
8092,0.189
8093,0.297
8094,0.361
8095,0.142
8096,0.34
8097,0.1
8098,0.162
8099,0.0554
8100,0.34
8101,0.1
8102,0.493
8103,0.099
8104,0.0816
8105,0.144
8106,0.152
8107,0.382
8108,0.247
8109,
8110,0.0896
8111,0.117
8112,0.396
8113,0.207
8114,0.0897
8115,0.087
8116,0.101
8117,0.221
8118,0.118
8119,0.106
8120,0.107
8121,0.128
8122,0.105
8123,0.103
8124,0.331
8125,0.148
8126,0.109
8127,0.0888
8128,0.116
8129,0.105
8130,0.123
8131,0.241
8132,0.368
8133,0.368
8134,0.163
8135,0.111
8136,0.163
8137,0.116
8138,0.116
8139,
8140,0.368
8141,0.0731
8142,0.158
8143,0.163
8144,0.375
8145,0.158
8146,0.207
8147,0.22
8148,0.116
8149,0.189
8150,0.111
8151,0.111
8152,0.241
8153,0.158
8154,0.411
8155,
8156,0.368
8157,0.0731
8158,0.207
8159,0.368
8160,0.0731
8161,0.375
8162,0.124
8163,0.375
8164,0.124
8165,0.163
8166,0.114
8167,0.135
8168,0.189
8169,0.111
8170,0.111
8171,0.22
8172,0.116
8173,0.189
8174,0.158
8175,0.241
8176,0.111
8177,0.411
8178,
8179,0.207
8180,0.375
8181,0.368
8182,0.0731
8183,0.0731
8184,0.189
8185,0.119
8186,0.171
8187,0.124
8188,0.189
8189,0.281
8190,0.114
8191,0.0816
8192,0.119
8193,0.165
8194,0.115
8195,0.111
8196,0.0582
8197,0.111
8198,0.166
8199,0.157
8200,0.144
8201,0.13
8202,0.0816
8203,0.244
8204,0.342
8205,0.583
8206,0.13
8207,0.104
8208,0.103
8209,0.111
8210,0.368
8211,0.127
8212,0.114
8213,0.0996
8214,0.167
8215,0.192
8216,0.668
8217,0.102
8218,0.116
8219,0.236
8220,0.108
8221,0.311
8222,
8223,0.106
8224,0.527
8225,0.299
8226,0.159
8227,0.158
8228,0.11
8229,0.119
8230,0.133
8231,0.105
8232,0.091
8233,0.0992
8234,0.0852
8235,0.497
8236,0.204
8237,0.114
8238,0.0805
8239,0.106
8240,0.32
8241,0.115
8242,0.33
8243,0.112
8244,0.0554
8245,0.241
8246,0.0897
8247,0.0705
8248,0.0971
8249,0.126
8250,0.123
8251,0.118
8252,0.0505
8253,0.358
8254,0.0986
8255,0.119
8256,
8257,0.302
8258,0.102
8259,0.14
8260,0.382
8261,0.092
8262,0.131
8263,0.622
8264,0.111
8265,0.163
8266,0.099
8267,0.744
8268,0.119
8269,0.0627
8270,0.118
8271,0.086
8272,0.538
8273,0.158
8274,0.11
8275,0.0896
8276,0.178
8277,0.717
8278,0.129
8279,0.074
8280,0.0671
8281,0.146
8282,0.074
8283,0.178
8284,0.126
8285,0.119
8286,0.119
8287,0.381
8288,0.252
8289,0.19
8290,0.33
8291,0.104
8292,0.111
8293,0.359
8294,0.0816
8295,0.13
8296,0.097
8297,0.0916
8298,0.103
8299,0.165
8300,0.0543
8301,0.454
8302,0.382
8303,0.095
8304,0.106
8305,0.267
8306,0.0649
8307,0.105
8308,0.323
8309,0.133
8310,0.0562
8311,0.856
8312,0.213
8313,0.612
8314,0.102
8315,0.077
8316,0.151
8317,0.117
8318,0.0582
8319,0.344
8320,0.163
8321,0.0708
8322,0.19
8323,0.18
8324,0.102
8325,0.104
8326,0.0884
8327,0.0546
8328,0.242
8329,0.482
8330,0.406
8331,0.119
8332,0.105
8333,0.126
8334,0.451
8335,0.493
8336,0.176
8337,0.22
8338,0.056
8339,0.144
8340,0.118
8341,0.121
8342,0.152
8343,0.151
8344,0.252
8345,0.454
8346,0.253
8347,0.336
8348,0.102
8349,0.189
8350,0.119
8351,0.11
8352,0.187
8353,0.138
8354,0.157
8355,0.44
8356,0.0668
8357,0.246
8358,0.106
8359,0.109
8360,0.129
8361,0.159
8362,0.187
8363,0.192
8364,0.167
8365,0.11
8366,0.0662
8367,0.408
8368,0.195
8369,0.122
8370,0.191
8371,0.0546
8372,0.0856
8373,
8374,0.0967
8375,0.171
8376,0.192
8377,0.119
8378,0.136
8379,0.0867
8380,0.252
8381,0.118
8382,0.153
8383,0.183
8384,0.154
8385,0.0562
8386,0.0832
8387,0.105
8388,0.194
8389,0.192
8390,0.323
8391,0.164
8392,0.169
8393,0.329
8394,0.153
8395,0.194
8396,0.18
8397,0.28
8398,
8399,0.334
8400,0.106
8401,0.161
8402,0.0943
8403,0.116
8404,0.108
8405,0.165
8406,0.152
8407,0.0924
8408,0.568
8409,0.632
8410,0.091
8411,0.0924
8412,0.137
8413,0.115
8414,0.171
8415,0.108
8416,0.238
8417,0.109
8418,0.0896
8419,0.119
8420,0.0857
8421,0.122
8422,0.21
8423,0.077
8424,0.111
8425,0.181
8426,0.252
8427,0.375
8428,0.527
8429,0.0964
8430,0.106
8431,0.117
8432,0.34
8433,0.118
8434,0.0521
8435,0.13
8436,0.375
8437,0.114
8438,0.114
8439,0.0964
8440,0.298
8441,0.101
8442,0.101
8443,0.097
8444,0.101
8445,0.114
8446,0.179
8447,0.482
8448,0.119
8449,0.334
8450,0.252
8451,0.246
8452,0.111
8453,0.11
8454,0.189
8455,0.0884
8456,0.0863
8457,0.329
8458,0.0731
8459,0.0806
8460,0.32
8461,0.679
8462,0.104
8463,0.32
8464,0.133
8465,0.104
8466,
8467,0.44
8468,0.108
8469,0.104
8470,0.115
8471,0.101
8472,0.076
8473,0.0575
8474,0.14
8475,0.542
8476,0.124
8477,0.196
8478,0.0627
8479,0.148
8480,0.132
8481,0.0896
8482,0.148
8483,0.336
8484,0.118
8485,0.0462
8486,0.11
8487,0.372
8488,0.086
8489,0.103
8490,0.431
8491,0.431
8492,0.297
8493,0.08
8494,0.151
8495,0.238
8496,0.0914
8497,0.0914
8498,0.143
8499,0.0309
8500,0.0309
8501,0.207
8502,0.269
8503,0.213
8504,0.0844
8505,0.429
8506,0.107
8507,0.107
8508,0.1
8509,0.431
8510,0.379
8511,0.297
8512,0.297
8513,0.482
8514,0.0726
8515,0.151
8516,0.382
8517,0.126
8518,0.149
8519,0.575
8520,0.119
8521,0.135
8522,0.124
8523,0.176
8524,0.107
8525,0.195
8526,0.0692
8527,0.138
8528,0.336
8529,0.126
8530,0.454
8531,0.253
8532,0.238
8533,0.231
8534,0.106
8535,0.257
8536,0.15
8537,0.266
8538,0.302
8539,0.129
8540,0.145
8541,0.0916
8542,0.252
8543,0.213
8544,0.206
8545,0.0546
8546,0.139
8547,0.11
8548,0.17
8549,0.115
8550,0.409
8551,0.242
8552,0.0867
8553,0.261
8554,0.108
8555,0.368
8556,0.171
8557,0.133
8558,0.195
8559,0.221
8560,0.132
8561,0.0495
8562,0.0611
8563,0.0884
8564,0.147
8565,0.253
8566,
